ticker,year,open_px,close_px,underpricing,ret_30d,ipo_size_m,fed_rate,sic,sector,pe_backed,cohort,cohort_en,log_size,company_age,revenue_ltm,profitable,ret_12m_flag,ipo_date,OfferPrice,Size_Million,Date,FilingUrl,ret_12m,ret_12m.1
BNTX,2019,16.28431141431645,14.05385398864746,-0.06307640075683606,0.3820225298567492,45.69052096628909,2.16,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.821890857705165,11.0,,,ok,1970-01-01 01:00:25.569,15.0,150.0,2019-10-11T16:08:37-04:00,https://www.sec.gov/Archives/edgar/data/1776985/000119312519266733/d635330d424b4.htm,5.176264242324552,5.176264242324552
MEC,2019,17.0,16.46999931335449,-0.03117651097914773,-0.1311474792829156,47.8465,2.16,3460.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.86799796997816,74.0,102.331,0.0,ok,1970-01-01 01:00:25.569,17.0,106.25,2019-05-10T16:54:06-04:00,https://www.sec.gov/Archives/edgar/data/1766368/000119312519144347/d725632d424b4.htm,-0.6952033885723292,-0.6952033885723292
TMDX,2019,20.25,22.36000061035156,0.3975000381469724,0.1636851407650549,89.681175,2.16,3845.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.496260880819018,21.0,6.057,0.0,ok,1970-01-01 01:00:25.569,16.0,91.04,2019-05-02T16:38:29-04:00,https://www.sec.gov/Archives/edgar/data/1756262/000119312519135109/d737200d424b4.htm,-0.190966025993169,-0.190966025993169
FDMT,2020,40.0,40.5,0.7608695652173914,0.02345680896146798,145.976,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.983442224634234,7.0,13.612,0.0,ok,1970-01-01 01:00:25.569,23.0,193.2,2020-12-11T21:46:25-05:00,https://www.sec.gov/Archives/edgar/data/1650648/000119312520316117/d69563d424b4.htm,-0.458518510983314,-0.458518510983314
SLQT,2020,26.20000076293945,27.0,0.35,-0.05037039297598379,533.67043554039,0.38,6411.0,Finance,1,2019-2021,Low Rate (2019–2021),6.279778486528008,35.0,141.447,1.0,ok,1970-01-01 01:00:25.569,20.0,570.0,2020-05-21T20:49:54-04:00,https://www.sec.gov/Archives/edgar/data/1794783/000119312520149027/d838810d424b4.htm,-0.2251851823594835,-0.2251851823594835
RVMD,2020,28.20999908447266,28.89999961853027,0.6999999775606041,-0.2221453342918915,206.4182053009033,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.329904233694911,6.0,8.751,0.0,ok,1970-01-01 01:00:25.569,17.0,238.0,2020-02-13T16:02:55-05:00,https://www.sec.gov/Archives/edgar/data/1628171/000119312520035507/d799036d424b4.htm,0.7373702334680555,0.7373702334680555
CERT,2020,29.89999961853027,38.08000183105469,0.6556522535241168,-0.114495808842003,602.5208723129273,0.38,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),6.401122307607793,12.0,243.53,0.0,ok,1970-01-01 01:00:25.569,23.0,668.265,2020-12-14T17:26:35-05:00,https://www.sec.gov/Archives/edgar/data/1827090/000110465920135336/tm2030105-16_424b4.htm,-0.2710084324039284,-0.2710084324039284
YQ,2020,210.0,211.3999938964844,19.13333275204613,0.2119206225355142,135.96555,0.38,8200.0,Other,1,2019-2021,Low Rate (2019–2021),4.912401544824424,8.0,878.236,0.0,ok,1970-01-01 01:00:25.569,10.5,287.7,2020-12-04T16:21:43-05:00,https://www.sec.gov/Archives/edgar/data/1821468/000119312520310650/d52135d424b4.htm,-0.9671239356200345,-0.9671239356200345
RXT,2020,16.97999954223633,16.38999938964844,-0.2195238385881695,0.135448523695811,444.5295960159302,0.38,7370.0,Tech,1,2019-2021,Low Rate (2019–2021),6.097016635450433,22.0,2707.1,0.0,ok,1970-01-01 01:00:25.569,21.0,703.5,2020-08-05T16:31:47-04:00,https://www.sec.gov/Archives/edgar/data/1810019/000119312520210692/d915709d424b4.htm,0.03965842282394671,0.03965842282394671
KC,2020,20.3700008392334,23.84000015258789,0.4023529501522289,0.123322169263429,308.8601377248764,0.38,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),5.732888545708362,32.0,1008.017,0.0,ok,1970-01-01 01:00:25.569,17.0,510.0,2020-05-11T09:10:46-04:00,https://www.sec.gov/Archives/edgar/data/1795589/000119312520138383/d805184d424b4.htm,0.7076341788552164,0.7076341788552164
NBTX,2020,18.14999961853027,16.97999954223633,0.2577777438693579,-0.02826852503984876,11.33467476177216,0.38,2834.0,Industrials,0,2019-2021,Low Rate (2019–2021),2.427866590276739,,,,ok,1970-01-01 01:00:25.569,13.5,98.55,2020-12-11T17:26:19-05:00,https://www.sec.gov/Archives/edgar/data/1760854/000114036120028188/nt10009390x19_424b4.htm,-0.5312131771059747,-0.5312131771059747
ALGS,2020,435.0,371.25,23.75,0.25993265993266,48.04836,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.872208003720398,2.0,0.0,0.0,ok,1970-01-01 01:00:25.569,15.0,150.0,2020-10-19T17:21:18-04:00,https://www.sec.gov/Archives/edgar/data/1799448/000119312520272151/d31402d424b4.htm,0.07138047138047138,0.07138047138047138
ZNTL,2020,25.0,23.20000076293945,0.2888889312744138,0.7090517337058583,47.875,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.86859344750081,6.0,,,ok,1970-01-01 01:00:25.569,18.0,165.24,2020-04-06T06:13:39-04:00,https://www.sec.gov/Archives/edgar/data/1725160/000119312520098801/d827765d424b4.htm,0.8857758000546225,0.8857758000546225
IVA,2020,15.13000011444092,13.42000007629395,-0.06805555025736457,-0.1140089213318183,36.38613727521896,0.38,2834.0,Industrials,0,2019-2021,Low Rate (2019–2021),3.594187858015776,,,,ok,1970-01-01 01:00:25.569,14.4,107.686958,2020-07-13T06:03:02-04:00,https://www.sec.gov/Archives/edgar/data/1756594/000104746920004078/a2242058z424b4.htm,0.04321907007516403,0.04321907007516403
VITL,2020,35.0,35.2599983215332,0.6027271964333274,0.03885430549624767,206.479,0.38,2000.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.330198712314555,12.0,53.993,0.0,ok,1970-01-01 01:00:25.569,22.0,204.687494,2020-07-31T16:06:42-04:00,https://www.sec.gov/Archives/edgar/data/1579733/000119312520206382/d841617d424b4.htm,-0.5062393455424568,-0.5062393455424568
VEL,2020,13.85000038146973,13.51000022888184,0.03923078683706457,0.02442634479017824,47.62322631168365,0.38,6199.0,Finance,1,2019-2021,Low Rate (2019–2021),3.863320589954041,16.0,,,ok,1970-01-01 01:00:25.569,13.0,94.25,2020-01-17T17:23:47-05:00,https://www.sec.gov/Archives/edgar/data/1692376/000119312520010192/d617975d424b4.htm,-0.4789045268257781,-0.4789045268257781
MAX,2020,23.0,31.86000061035156,0.6768421373869241,0.202134290751287,125.4972,0.38,7389.0,Consumer,1,2019-2021,Low Rate (2019–2021),4.832283447565977,6.0,190.205,0.0,ok,1970-01-01 01:00:25.569,19.0,175.75,2020-10-29T11:24:20-04:00,https://www.sec.gov/Archives/edgar/data/1818383/000119312520280644/d48669d424b4.htm,-0.4805398957938713,-0.4805398957938713
ABCL,2020,61.0,58.90000152587891,1.945000076293946,-0.3168081386078311,564.2012,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),6.335410925470986,8.0,233.155,1.0,ok,1970-01-01 01:00:25.569,20.0,483.0,2020-12-14T16:27:25-05:00,https://www.sec.gov/Archives/edgar/data/1703057/000119312520316986/d29983d424b4.htm,-0.7628183377738826,-0.7628183377738826
NTST,2020,14.00461578369141,13.81010723114014,-0.2327718204922144,-0.006325898437443352,61.02231235427856,0.38,6798.0,Finance,1,2019-2021,Low Rate (2019–2021),4.111239573593117,1.0,33.727,1.0,ok,1970-01-01 01:00:25.569,18.0,225.0,2020-08-14T17:19:29-04:00,https://www.sec.gov/Archives/edgar/data/1798100/000104746920004626/a2242269z424b4.htm,0.4989248630579798,0.4989248630579798
EBON,2020,138.0,150.0,27.68068833652008,-0.04400004069010417,3.192906,0.38,6200.0,Finance,1,2019-2021,Low Rate (2019–2021),1.160931473900613,10.0,19.004301,0.0,ok,1970-01-01 01:00:25.569,5.23,100.752483,2020-06-26T16:03:37-04:00,https://www.sec.gov/Archives/edgar/data/1799290/000121390020015951/ea123412-424b4_ebanginter.htm,-0.3820000203450521,-0.3820000203450521
BDSX,2020,271.7999877929688,256.2000122070312,13.23333401150173,0.2248242499668261,35.56502840270996,0.38,8071.0,Healthcare,1,2019-2021,Low Rate (2019–2021),3.571362806799245,15.0,45.557,0.0,ok,1970-01-01 01:00:25.569,18.0,72.0,2020-10-29T16:06:42-04:00,https://www.sec.gov/Archives/edgar/data/1439725/000119312520281042/d937421d424b4.htm,-0.437939136850486,-0.437939136850486
ASO,2020,11.68712668265544,12.54675769805908,-0.03486479245699382,0.283294475947477,102.6784201831376,0.38,5940.0,Consumer,1,2019-2021,Low Rate (2019–2021),4.631601970056154,82.0,1349.076,1.0,ok,1970-01-01 01:00:25.569,13.0,203.125,2020-10-02T16:41:19-04:00,https://www.sec.gov/Archives/edgar/data/1817358/000119312520262578/d934024d424b4.htm,2.093918104794171,2.093918104794171
PASG,2020,445.3999938964844,444.0,23.66666666666667,-0.1531531531531531,110.4814684860229,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.70484780088474,3.0,,,ok,1970-01-01 01:00:25.569,18.0,216.0,2020-02-28T16:07:11-05:00,https://www.sec.gov/Archives/edgar/data/1787297/000104746920001117/a2240853z424b4.htm,-0.1882883020349451,-0.1882883020349451
UPST,2020,26.0,29.46999931335449,0.4734999656677245,0.382762163198759,349.9548,0.38,6199.0,Finance,1,2019-2021,Low Rate (2019–2021),5.85780400328666,8.0,233.416,1.0,ok,1970-01-01 01:00:25.569,20.0,240.3138,2020-12-16T16:19:20-05:00,https://www.sec.gov/Archives/edgar/data/1647639/000119312520319050/d867925d424b4.htm,4.233457730609749,4.233457730609749
STEP,2020,21.75365478515625,21.973388671875,0.2207438151041667,0.01599998750041665,202.7832191762695,0.38,6282.0,Finance,1,2019-2021,Low Rate (2019–2021),5.312137522614271,13.0,446.611,0.0,ok,1970-01-01 01:00:25.569,18.0,315.0,2020-09-16T17:08:19-04:00,https://www.sec.gov/Archives/edgar/data/1796022/000119312520247268/d828990d424b4.htm,0.8688222317628009,0.8688222317628009
BNR,2020,228.0,246.3000030517578,13.92727291222775,0.09703617076387554,114.49476,0.38,8071.0,Healthcare,1,2019-2021,Low Rate (2019–2021),4.740529057754942,12.0,143.716,0.0,ok,1970-01-01 01:00:25.569,16.5,222.75,2020-06-12T09:04:58-04:00,https://www.sec.gov/Archives/edgar/data/1792267/000119312520167229/d806768d424b4.htm,0.2046285364628368,0.2046285364628368
NNOX,2020,20.34000015258789,21.70000076293945,0.2055555979410805,0.8202764336976632,206.127595546341,0.38,3844.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.328495372899166,6.0,2.816,0.0,ok,1970-01-01 01:00:25.569,18.0,165.217392,2020-08-24T17:19:41-04:00,https://www.sec.gov/Archives/edgar/data/1795251/000114036120018983/nt10006151x17_424b4.htm,0.04009211526713867,0.04009211526713867
XPEV,2020,23.10000038146973,21.21999931335449,0.4146666208902993,-0.05749290069895072,1899.275101364326,0.38,3711.0,Industrials,1,2019-2021,Low Rate (2019–2021),7.549227566757401,5.0,895.681,0.0,ok,1970-01-01 01:00:25.569,15.0,1496.00001,2020-08-28T06:13:23-04:00,https://www.sec.gov/Archives/edgar/data/1810997/000119312520233600/d890887d424b4.htm,0.9142318683451215,0.9142318683451215
SDGR,2020,26.0,28.63999938964844,0.6847058464499083,0.3460195551189136,198.237,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.289463284594412,30.0,108.095,0.0,ok,1970-01-01 01:00:25.569,17.0,201.999984,2020-02-06T16:16:43-05:00,https://www.sec.gov/Archives/edgar/data/1490978/000119312520026787/d766269d424b4.htm,2.468226394828634,2.468226394828634
SEER,2020,48.0,56.45999908447266,1.971578899182772,-0.005667724052659849,162.9024,0.38,3826.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.09315124846448,5.0,0.656,0.0,ok,1970-01-01 01:00:25.569,19.0,175.000013,2020-12-04T17:21:12-05:00,https://www.sec.gov/Archives/edgar/data/1726445/000162828020017127/seer424b4.htm,-0.6255756335025826,-0.6255756335025826
ADCT,2020,30.0,30.0,0.5789473684210527,0.5603333791097005,24.594,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.202502510750255,20.0,,,ok,1970-01-01 01:00:25.569,19.0,232.666989,2020-05-18T08:52:47-04:00,https://www.sec.gov/Archives/edgar/data/1771910/000114036120011823/nt10009045x12_424b4.htm,-0.2859999974568685,-0.2859999974568685
HRMY,2020,39.9900016784668,37.0099983215332,0.5420832633972168,-0.1145635789262549,152.0739783828735,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.024367102333628,3.0,159.742,0.0,ok,1970-01-01 01:00:25.569,24.0,128.372088,2020-08-19T20:09:27-04:00,https://www.sec.gov/Archives/edgar/data/1802665/000119312520224919/d755703d424b4.htm,-0.1480680325159409,-0.1480680325159409
BNL,2020,11.61431276236284,11.47353267669678,-0.3250863131354836,0.02779399762494337,94.57999454902554,0.38,6798.0,Finance,1,2019-2021,Low Rate (2019–2021),4.549445979582249,13.0,82.291,1.0,ok,1970-01-01 01:00:25.569,17.0,569.5,2020-09-17T17:00:30-04:00,https://www.sec.gov/Archives/edgar/data/1424182/000119312520248132/d863791d424b4.htm,0.6978731960259895,0.6978731960259895
AI,2020,100.0,92.48999786376953,1.202142806280227,0.5001622143441694,2480.56,0.38,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),7.816239620120201,11.0,156.666,0.0,ok,1970-01-01 01:00:25.569,42.0,651.0,2020-12-09T16:42:07-05:00,https://www.sec.gov/Archives/edgar/data/1577526/000162828020017290/c3ai424.htm,-0.6325007842628412,-0.6325007842628412
ALXO,2020,37.5,30.0,0.5789473684210527,0.475,59.80875,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.091151971322937,5.0,1.182,0.0,ok,1970-01-01 01:00:25.569,19.0,161.5,2020-07-17T16:27:57-04:00,https://www.sec.gov/Archives/edgar/data/1810182/000119312520194755/d913838d424b4.htm,0.8166666666666667,0.8166666666666667
ELVN,2020,56.0,60.0,2.75,0.06800003051757812,6.3826,0.38,2834.0,Industrials,0,2019-2021,Low Rate (2019–2021),1.853575537852517,,,,ok,1970-01-01 01:00:25.569,16.0,75.2,2020-03-12T16:03:17-04:00,https://www.sec.gov/Archives/edgar/data/1672619/000119312520071536/d842128d424b4.htm,-0.3266666412353516,-0.3266666412353516
PUBM,2020,25.1200008392334,29.45000076293945,0.4725000381469725,-0.05059428318731484,216.2379912242889,0.38,7370.0,Tech,1,2019-2021,Low Rate (2019–2021),5.376379612359233,14.0,148.748,1.0,ok,1970-01-01 01:00:25.569,20.0,118.0,2020-12-09T16:19:45-05:00,https://www.sec.gov/Archives/edgar/data/1422930/000162828020017283/pubmatic424b42020.htm,0.3256366690711996,0.3256366690711996
CCCC,2020,26.60000038146973,25.48999977111816,0.3415789353220084,0.01333857024875822,51.93916074485779,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.950073047938055,5.0,,,ok,1970-01-01 01:00:25.569,19.0,182.4,2020-10-02T17:10:25-04:00,https://www.sec.gov/Archives/edgar/data/1662579/000119312520262629/d772024d424b4.htm,0.8030600038117042,0.8030600038117042
HYFM,2020,460.0,519.9000244140625,24.99500122070312,0.01134826524687246,306.1714,0.38,5190.0,Consumer,1,2019-2021,Low Rate (2019–2021),5.724145075856679,43.0,342.205,0.0,ok,1970-01-01 01:00:25.569,20.0,173.33334,2020-12-11T16:16:31-05:00,https://www.sec.gov/Archives/edgar/data/1695295/000110465920134781/tm2027341-13_424b4.htm,-0.444123896078465,-0.444123896078465
SNOW,2020,245.0,253.9299926757812,20.16083272298177,0.07289414523497682,8844.4265,0.38,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),9.087542765599725,3.0,264.748,0.0,ok,1970-01-01 01:00:25.569,12.0,187.5,2014-01-31T16:55:46-05:00,https://www.sec.gov/Archives/edgar/data/1587755/000156761914000034/s000092x14_424b4.htm,0.2762572201782093,0.2762572201782093
ORIC,2020,26.0,25.77000045776367,0.6106250286102293,0.4695381551875663,96.1818,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.56624015058394,6.0,,,ok,1970-01-01 01:00:25.569,16.0,120.0,2020-04-24T17:04:42-04:00,https://www.sec.gov/Archives/edgar/data/1796280/000119312520119234/d843476d424b4.htm,-0.1020566946603565,-0.1020566946603565
LUNG,2020,40.0,39.31000137329102,1.068947440699527,0.1765453671905576,211.468,0.38,3841.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.354073686802891,1.0,9.83,0.0,ok,1970-01-01 01:00:25.569,19.0,190.0,2020-10-01T16:08:02-04:00,https://www.sec.gov/Archives/edgar/data/1127537/000162828020014122/pulmonx424b4.htm,-0.08471131301758845,-0.08471131301758845
BEKE,2020,32.53979042288167,34.74870681762695,0.7374353408813477,0.5216346393988911,1610.472323525429,0.38,6531.0,Finance,1,2019-2021,Low Rate (2019–2021),7.384282783603676,19.0,10801.682,1.0,ok,1970-01-01 01:00:25.569,20.0,2120.0,2020-08-13T09:07:46-04:00,https://www.sec.gov/Archives/edgar/data/1809587/000104746920004582/a2242260z424b4.htm,-0.4748930829319884,-0.4748930829319884
NRIX,2020,18.05999946594238,19.01000022888184,0.0005263278358862889,0.3298264272631454,102.9275489562988,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.634025332530748,11.0,6.689,0.0,ok,1970-01-01 01:00:25.569,19.0,209.0,2020-07-24T16:06:27-04:00,https://www.sec.gov/Archives/edgar/data/1549595/000119312520198537/d903927d424b4.htm,0.6159915278002832,0.6159915278002832
PRAX,2020,389.1000061035156,417.0,20.94736842105263,0.4913669650217326,112.1724734595642,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.720037628404154,1.0,,,ok,1970-01-01 01:00:25.569,19.0,190.0,2020-10-16T16:02:32-04:00,https://www.sec.gov/Archives/edgar/data/1689548/000119312520271080/d945651d424b4.htm,-0.2802158419748576,-0.2802158419748576
TLS,2020,21.89999961853027,20.29000091552734,0.1935294656192553,0.6254311510157547,215.8135462408066,0.38,7373.0,Tech,1,2019-2021,Low Rate (2019–2021),5.374414823054158,2096.0,44.887,1.0,ok,1970-01-01 01:00:25.569,17.0,254.470603,2020-11-20T16:06:31-05:00,https://www.sec.gov/Archives/edgar/data/320121/000114036120026242/nt10015254x11_424b4.htm,-0.07244953939741698,-0.07244953939741698
MASS,2020,45.5099983215332,49.0,1.45,0.1622449135293766,191.9520709205627,0.38,3829.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.257245710242803,8.0,26.894,0.0,ok,1970-01-01 01:00:25.569,20.0,130.0,2020-12-18T16:03:30-05:00,https://www.sec.gov/Archives/edgar/data/1555279/000110465920137398/tm2032047-21_424b4.htm,-0.4659183657899195,-0.4659183657899195
MNSO,2020,21.97445024547769,18.80436515808105,-0.05978174209594744,-0.03735638741957396,477.0323531539526,0.38,5331.0,Consumer,1,2019-2021,Low Rate (2019–2021),6.167584314906799,11.0,6640.973,0.0,ok,1970-01-01 01:00:25.569,20.0,608.0,2020-10-15T13:58:49-04:00,https://www.sec.gov/Archives/edgar/data/1815846/000119312520270125/d32239d424b4.htm,-0.1960511244070725,-0.1960511244070725
ABNB,2020,146.0,144.7100067138672,1.128088334027459,0.01444265248375768,10285.335,0.38,7340.0,Tech,1,2019-2021,Low Rate (2019–2021),9.23847437326298,12.0,3378.0,0.0,ok,1970-01-01 01:00:25.569,68.0,3490.000108,2020-12-11T06:09:36-05:00,https://www.sec.gov/Archives/edgar/data/1559720/000119312520315318/d81668d424b4.htm,0.2539561764561672,0.2539561764561672
OLMA,2020,45.0,49.0,1.578947368421053,-0.01877547283561862,68.6295,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.228722471450321,14.0,,,ok,1970-01-01 01:00:25.569,19.0,209.0,2020-11-19T16:43:03-05:00,https://www.sec.gov/Archives/edgar/data/1750284/000110465920127387/tm2027048-15_424b4.htm,-0.4914285698715521,-0.4914285698715521
IH,2020,10.86016028640142,14.33684539794922,0.1947371164957684,0.6124999268289698,49.68849135837244,0.38,8200.0,Other,1,2019-2021,Low Rate (2019–2021),3.90577334408213,24.0,81.52,0.0,ok,1970-01-01 01:00:25.569,12.0,84.0,2020-10-09T09:20:21-04:00,https://www.sec.gov/Archives/edgar/data/1814423/000104746920005159/a2242479z424b4.htm,-0.6956249577653395,-0.6956249577653395
BEAM,2020,24.0,18.75,0.1029411764705882,0.03466664632161458,140.9592,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.948470486802866,2.0,0.024,0.0,ok,1970-01-01 01:00:25.569,17.0,180.000012,2020-02-06T17:46:23-05:00,https://www.sec.gov/Archives/edgar/data/1745999/000119312520026941/d221975d424b4.htm,4.563733317057292,4.563733317057292
KROS,2020,20.85000038146973,20.07999992370605,0.2549999952316282,0.3605577588957439,22.1802304058075,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.099201369866801,5.0,0.0,0.0,ok,1970-01-01 01:00:25.569,16.0,96.0,2020-04-08T16:58:40-04:00,https://www.sec.gov/Archives/edgar/data/1664710/000119312520101456/d855212d424b4.htm,2.125497936254471,2.125497936254471
NKTX,2020,54.45000076293945,47.90000152587891,1.661111195882162,-0.4582463478854075,71.73243100509643,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.272942960615168,5.0,0.0,0.0,ok,1970-01-01 01:00:25.569,18.0,252.0,2020-07-10T21:35:36-04:00,https://www.sec.gov/Archives/edgar/data/1787400/000119312520191255/d884708d424b4.htm,-0.4037578589530464,-0.4037578589530464
YALA,2020,9.75,7.0,-0.06666666666666667,0.3157142911638532,129.032475,0.38,7370.0,Tech,1,2019-2021,Low Rate (2019–2021),4.860064116865468,4.0,134.92741,1.0,ok,1970-01-01 01:00:25.569,7.5,139.5,2020-10-01T08:02:47-04:00,https://www.sec.gov/Archives/edgar/data/1794350/000119312520260544/d850602d424b4.htm,0.05142859050205776,0.05142859050205776
PCVX,2020,20.79999923706055,26.14999961853027,0.6343749761581419,0.1992352224789099,75.44783723258972,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.323441519893664,7.0,,,ok,1970-01-01 01:00:25.569,16.0,250.0,2020-06-15T17:17:35-04:00,https://www.sec.gov/Archives/edgar/data/1649094/000119312520169580/d802328d424b4.htm,-0.1583173785866816,-0.1583173785866816
BSY,2020,27.35341875566609,32.71664428710938,0.4871201948686083,0.05733056669455693,217.032965774957,0.38,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),5.380049258016017,2093.0,734.849,1.0,ok,1970-01-01 01:00:25.569,22.0,236.5,2020-09-24T08:05:38-04:00,https://www.sec.gov/Archives/edgar/data/1031308/000110465920108119/tm1922834-15_424b4.htm,0.9455312224500677,0.9455312224500677
STTK,2020,22.0,19.35000038146973,0.1382353165570429,0.6837209916674988,99.803,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.603198242985862,4.0,9.934,0.0,ok,1970-01-01 01:00:25.569,17.0,201.999984,2020-10-13T06:11:21-04:00,https://www.sec.gov/Archives/edgar/data/1680367/000119312520267801/d69956d424b4.htm,0.04031001363926745,0.04031001363926745
RLAY,2020,34.84500122070312,35.04999923706055,0.7524999618530274,0.03651933300588247,247.1172641571045,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.509862977640596,5.0,82.654,0.0,ok,1970-01-01 01:00:25.569,20.0,400.0,2020-07-16T16:34:32-04:00,https://www.sec.gov/Archives/edgar/data/1812364/000119312520194016/d904779d424b4.htm,-0.09101280160188992,-0.09101280160188992
BDTX,2020,37.04000091552734,37.5,0.9736842105263158,-0.4717333475748698,20.37940850372314,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.014525004003576,6.0,0.0,0.0,ok,1970-01-01 01:00:25.569,19.0,201.140004,2020-01-30T16:43:45-05:00,https://www.sec.gov/Archives/edgar/data/1701541/000119312520019694/d758790d424b4.htm,-0.3394666544596354,-0.3394666544596354
VERX,2020,25.55999946594238,23.93000030517578,0.2594737002724095,-0.01755119393805876,411.3779674045563,0.38,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),6.019512420618359,42.0,374.665,0.0,ok,1970-01-01 01:00:25.569,19.0,401.85,2020-07-30T19:04:51-04:00,https://www.sec.gov/Archives/edgar/data/1806837/000104746920004331/a2242154z424b4.htm,-0.2223150700785225,-0.2223150700785225
AVIR,2020,27.03000068664551,30.34000015258789,0.2641666730244954,0.02307187737043388,96.65387645530701,0.38,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.571136313027028,4.0,48.633,0.0,ok,1970-01-01 01:00:25.569,24.0,300.0,2020-10-30T16:33:24-04:00,https://www.sec.gov/Archives/edgar/data/1593899/000119312520282645/d913778d424b4.htm,-0.6163480459860873,-0.6163480459860873
LI,2020,15.48999977111816,16.45999908447266,0.4313042682150139,-0.01518833620324041,1000.829022211647,0.38,3711.0,Industrials,1,2019-2021,Low Rate (2019–2021),6.908583957744675,5.0,1449.288,0.0,ok,1970-01-01 01:00:25.569,11.5,1092.5,2020-07-30T08:52:23-04:00,https://www.sec.gov/Archives/edgar/data/1791706/000104746920004324/a2242162z424b4.htm,0.8626975426951788,0.8626975426951788
DASH,2020,182.0,189.5099945068359,0.8579411226160383,-0.2467415749154551,4618.0134,0.38,7389.0,Consumer,1,2019-2021,Low Rate (2019–2021),8.437719891599274,7.0,2886.0,0.0,ok,1970-01-01 01:00:25.569,102.0,3366.0,2020-12-09T16:50:26-05:00,https://www.sec.gov/Archives/edgar/data/1792789/000119312520313884/d752207d424b4.htm,-0.1085958652714347,-0.1085958652714347
HUIZ,2020,53.25,50.0,3.761904761904762,-0.06,23.667495,0.38,6411.0,Finance,1,2019-2021,Low Rate (2019–2021),3.16410258776072,14.0,187.007,0.0,ok,1970-01-01 01:00:25.569,10.5,55.125,2020-02-13T15:48:38-05:00,https://www.sec.gov/Archives/edgar/data/1778982/000119312520035458/d694712d424b4.htm,-0.185,-0.185
TARS,2020,16.20000076293945,20.57999992370605,0.2862499952316282,0.174441213114514,20.34882095832825,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.013022972044435,4.0,0.0,0.0,ok,1970-01-01 01:00:25.569,16.0,88.0,2020-10-16T16:40:25-04:00,https://www.sec.gov/Archives/edgar/data/1819790/000119312520271157/d30607d424b4.htm,0.3858114948247181,0.3858114948247181
LESL,2020,413.3999938964844,434.0,24.52941176470588,-0.06405527141237038,441.3892404832458,0.38,5990.0,Consumer,1,2019-2021,Low Rate (2019–2021),6.089927117638013,28.0,1112.229,1.0,ok,1970-01-01 01:00:25.569,17.0,680.0,2020-10-30T17:24:02-04:00,https://www.sec.gov/Archives/edgar/data/1821806/000119312520282772/d905917d424b4.htm,-0.05299539170506912,-0.05299539170506912
BCAB,2020,1527.5,1551.0,85.16666666666667,0.09638942617666021,124.262125,0.38,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.82239324572866,13.0,,,ok,1970-01-01 01:00:25.569,18.0,189.0,2020-12-16T21:35:31-05:00,https://www.sec.gov/Archives/edgar/data/1826892/000119312520319329/d258427d424b4.htm,-0.3207607994842037,-0.3207607994842037
